Performing comparison of pixels in images/star_mask.png in images/StarStrip.png at row: 0 and col: 0, with tolerance = 16.
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
18	9	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	10	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	11	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	12	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	13	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	14	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	15	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	16	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	17	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	18	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	19	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	20	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	21	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	22	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	23	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	24	(60,59,110)	(255,255,255)	80	19854	19852	19994
18	25	(162,162,186)	(255,255,255)	80	19854	19852	19994
18	26	(255,255,255)	(255,255,255)	80	19854	19852	19994
18	27	(255,255,255)	(0,0,0)	81	20109	20107	20249
18	28	(255,255,255)	(0,0,0)	82	20364	20362	20504
18	29	(255,255,255)	(0,0,0)	83	20619	20617	20759
18	30	(255,255,255)	(0,0,0)	84	20874	20872	21014
18	31	(255,255,255)	(0,0,0)	85	21129	21127	21269
18	32	(255,255,255)	(0,0,0)	86	21384	21382	21524
18	33	(255,255,255)	(0,0,0)	87	21639	21637	21779
18	34	(255,255,255)	(0,0,0)	88	21894	21892	22034
18	35	(255,255,255)	(0,0,0)	89	22149	22147	22289
18	36	(255,255,255)	(0,0,0)	90	22404	22402	22544
18	37	(91,90,133)	(255,255,255)	90	22404	22402	22544
18	38	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	39	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	40	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	41	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	42	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	43	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	44	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	45	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	46	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	47	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	48	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	49	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	50	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	51	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	52	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	53	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	54	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	55	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	56	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	57	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	58	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	59	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	60	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	61	(60,59,110)	(255,255,255)	90	22404	22402	22544
18	62	(60,59,110)	(255,255,255)	90	22404	22402	22544
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
19	0	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	1	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	2	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	3	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	4	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	5	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	6	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	7	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	8	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	9	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	10	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	11	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	12	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	13	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	14	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	15	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	16	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	17	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	18	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	19	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	20	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	21	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	22	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	23	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	24	(60,59,110)	(255,255,255)	90	22404	22402	22544
19	25	(226,226,233)	(255,255,255)	90	22404	22402	22544
19	26	(255,255,255)	(0,0,0)	91	22659	22657	22799
19	27	(255,255,255)	(0,0,0)	92	22914	22912	23054
19	28	(255,255,255)	(0,0,0)	93	23169	23167	23309
19	29	(255,255,255)	(0,0,0)	94	23424	23422	23564
19	30	(255,255,255)	(0,0,0)	95	23679	23677	23819
19	31	(255,255,255)	(0,0,0)	96	23934	23932	24074
19	32	(255,255,255)	(0,0,0)	97	24189	24187	24329
19	33	(255,255,255)	(0,0,0)	98	24444	24442	24584
19	34	(255,255,255)	(0,0,0)	99	24699	24697	24839
19	35	(255,255,255)	(0,0,0)	100	24954	24952	25094
19	36	(255,255,255)	(0,0,0)	101	25209	25207	25349
19	37	(154,154,180)	(255,255,255)	101	25209	25207	25349
19	38	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	39	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	40	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	41	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	42	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	43	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	44	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	45	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	46	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	47	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	48	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	49	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	50	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	51	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	52	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	53	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	54	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	55	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	56	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	57	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	58	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	59	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	60	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	61	(60,59,110)	(255,255,255)	101	25209	25207	25349
19	62	(60,59,110)	(255,255,255)	101	25209	25207	25349
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
20	0	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	1	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	2	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	3	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	4	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	5	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	6	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	7	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	8	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	9	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	10	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	11	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	12	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	13	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	14	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	15	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	16	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	17	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	18	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	19	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	20	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	21	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	22	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	23	(60,59,110)	(255,255,255)	101	25209	25207	25349
20	24	(94,94,136)	(255,255,255)	101	25209	25207	25349
20	25	(255,255,255)	(255,255,255)	101	25209	25207	25349
20	26	(255,255,255)	(0,0,0)	102	25464	25462	25604
20	27	(255,255,255)	(0,0,0)	103	25719	25717	25859
20	28	(255,255,255)	(0,0,0)	104	25974	25972	26114
20	29	(255,255,255)	(0,0,0)	105	26229	26227	26369
20	30	(255,255,255)	(0,0,0)	106	26484	26482	26624
20	31	(255,255,255)	(0,0,0)	107	26739	26737	26879
20	32	(255,255,255)	(0,0,0)	108	26994	26992	27134
20	33	(255,255,255)	(0,0,0)	109	27249	27247	27389
20	34	(255,255,255)	(0,0,0)	110	27504	27502	27644
20	35	(255,255,255)	(0,0,0)	111	27759	27757	27899
20	36	(255,255,255)	(0,0,0)	112	28014	28012	28154
20	37	(218,217,227)	(0,0,0)	113	28232	28229	28381
20	38	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	39	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	40	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	41	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	42	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	43	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	44	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	45	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	46	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	47	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	48	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	49	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	50	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	51	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	52	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	53	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	54	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	55	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	56	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	57	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	58	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	59	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	60	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	61	(60,59,110)	(255,255,255)	113	28232	28229	28381
20	62	(60,59,110)	(255,255,255)	113	28232	28229	28381
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
21	0	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	1	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	2	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	3	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	4	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	5	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	6	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	7	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	8	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	9	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	10	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	11	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	12	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	13	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	14	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	15	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	16	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	17	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	18	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	19	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	20	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	21	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	22	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	23	(60,59,110)	(255,255,255)	113	28232	28229	28381
21	24	(157,157,182)	(255,255,255)	113	28232	28229	28381
21	25	(255,255,255)	(255,255,255)	113	28232	28229	28381
21	26	(255,255,255)	(0,0,0)	114	28487	28484	28636
21	27	(255,255,255)	(0,0,0)	115	28742	28739	28891
21	28	(255,255,255)	(0,0,0)	116	28997	28994	29146
21	29	(255,255,255)	(0,0,0)	117	29252	29249	29401
21	30	(255,255,255)	(0,0,0)	118	29507	29504	29656
21	31	(255,255,255)	(0,0,0)	119	29762	29759	29911
21	32	(255,255,255)	(0,0,0)	120	30017	30014	30166
21	33	(255,255,255)	(0,0,0)	121	30272	30269	30421
21	34	(255,255,255)	(0,0,0)	122	30527	30524	30676
21	35	(255,255,255)	(0,0,0)	123	30782	30779	30931
21	36	(255,255,255)	(0,0,0)	124	31037	31034	31186
21	37	(255,255,255)	(0,0,0)	125	31292	31289	31441
21	38	(86,85,129)	(255,255,255)	125	31292	31289	31441
21	39	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	40	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	41	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	42	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	43	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	44	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	45	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	46	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	47	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	48	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	49	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	50	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	51	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	52	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	53	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	54	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	55	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	56	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	57	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	58	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	59	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	60	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	61	(60,59,110)	(255,255,255)	125	31292	31289	31441
21	62	(60,59,110)	(255,255,255)	125	31292	31289	31441
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
22	0	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	1	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	2	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	3	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	4	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	5	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	6	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	7	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	8	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	9	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	10	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	11	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	12	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	13	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	14	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	15	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	16	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	17	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	18	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	19	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	20	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	21	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	22	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	23	(60,59,110)	(255,255,255)	125	31292	31289	31441
22	24	(223,223,231)	(255,255,255)	125	31292	31289	31441
22	25	(255,255,255)	(0,0,0)	126	31547	31544	31696
22	26	(255,255,255)	(0,0,0)	127	31802	31799	31951
22	27	(255,255,255)	(0,0,0)	128	32057	32054	32206
22	28	(255,255,255)	(0,0,0)	129	32312	32309	32461
22	29	(255,255,255)	(0,0,0)	130	32567	32564	32716
22	30	(255,255,255)	(0,0,0)	131	32822	32819	32971
22	31	(255,255,255)	(0,0,0)	132	33077	33074	33226
22	32	(255,255,255)	(0,0,0)	133	33332	33329	33481
22	33	(255,255,255)	(0,0,0)	134	33587	33584	33736
22	34	(255,255,255)	(0,0,0)	135	33842	33839	33991
22	35	(255,255,255)	(0,0,0)	136	34097	34094	34246
22	36	(255,255,255)	(0,0,0)	137	34352	34349	34501
22	37	(255,255,255)	(0,0,0)	138	34607	34604	34756
22	38	(156,156,182)	(255,255,255)	138	34607	34604	34756
22	39	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	40	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	41	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	42	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	43	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	44	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	45	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	46	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	47	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	48	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	49	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	50	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	51	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	52	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	53	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	54	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	55	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	56	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	57	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	58	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	59	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	60	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	61	(60,59,110)	(255,255,255)	138	34607	34604	34756
22	62	(60,59,110)	(255,255,255)	138	34607	34604	34756
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
23	0	(60,59,110)	(255,255,255)	138	34607	34604	34756
23	1	(190,190,207)	(255,255,255)	138	34607	34604	34756
23	2	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	3	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	4	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	5	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	6	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	7	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	8	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	9	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	10	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	11	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	12	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	13	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	14	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	15	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	16	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	17	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	18	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	19	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	20	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	21	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	22	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	23	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	24	(255,255,255)	(255,255,255)	138	34607	34604	34756
23	25	(255,255,255)	(0,0,0)	139	34862	34859	35011
23	26	(255,255,255)	(0,0,0)	140	35117	35114	35266
23	27	(255,255,255)	(0,0,0)	141	35372	35369	35521
23	28	(255,255,255)	(0,0,0)	142	35627	35624	35776
23	29	(255,255,255)	(0,0,0)	143	35882	35879	36031
23	30	(255,255,255)	(0,0,0)	144	36137	36134	36286
23	31	(255,255,255)	(0,0,0)	145	36392	36389	36541
23	32	(255,255,255)	(0,0,0)	146	36647	36644	36796
23	33	(255,255,255)	(0,0,0)	147	36902	36899	37051
23	34	(255,255,255)	(0,0,0)	148	37157	37154	37306
23	35	(255,255,255)	(0,0,0)	149	37412	37409	37561
23	36	(255,255,255)	(0,0,0)	150	37667	37664	37816
23	37	(255,255,255)	(0,0,0)	151	37922	37919	38071
23	38	(255,255,255)	(0,0,0)	152	38177	38174	38326
23	39	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	40	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	41	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	42	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	43	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	44	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	45	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	46	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	47	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	48	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	49	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	50	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	51	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	52	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	53	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	54	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	55	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	56	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	57	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	58	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	59	(255,255,255)	(255,255,255)	152	38177	38174	38326
23	60	(247,247,249)	(255,255,255)	152	38177	38174	38326
23	61	(137,137,167)	(255,255,255)	152	38177	38174	38326
23	62	(60,59,110)	(255,255,255)	152	38177	38174	38326
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
24	0	(60,59,110)	(255,255,255)	152	38177	38174	38326
24	1	(60,59,110)	(255,255,255)	152	38177	38174	38326
24	2	(136,136,167)	(255,255,255)	152	38177	38174	38326
24	3	(247,247,249)	(255,255,255)	152	38177	38174	38326
24	4	(255,255,255)	(0,0,0)	153	38432	38429	38581
24	5	(255,255,255)	(0,0,0)	154	38687	38684	38836
24	6	(255,255,255)	(0,0,0)	155	38942	38939	39091
24	7	(255,255,255)	(0,0,0)	156	39197	39194	39346
24	8	(255,255,255)	(0,0,0)	157	39452	39449	39601
24	9	(255,255,255)	(0,0,0)	158	39707	39704	39856
24	10	(255,255,255)	(0,0,0)	159	39962	39959	40111
24	11	(255,255,255)	(0,0,0)	160	40217	40214	40366
24	12	(255,255,255)	(0,0,0)	161	40472	40469	40621
24	13	(255,255,255)	(0,0,0)	162	40727	40724	40876
24	14	(255,255,255)	(0,0,0)	163	40982	40979	41131
24	15	(255,255,255)	(0,0,0)	164	41237	41234	41386
24	16	(255,255,255)	(0,0,0)	165	41492	41489	41641
24	17	(255,255,255)	(0,0,0)	166	41747	41744	41896
24	18	(255,255,255)	(0,0,0)	167	42002	41999	42151
24	19	(255,255,255)	(0,0,0)	168	42257	42254	42406
24	20	(255,255,255)	(0,0,0)	169	42512	42509	42661
24	21	(255,255,255)	(0,0,0)	170	42767	42764	42916
24	22	(255,255,255)	(0,0,0)	171	43022	43019	43171
24	23	(255,255,255)	(0,0,0)	172	43277	43274	43426
24	24	(255,255,255)	(0,0,0)	173	43532	43529	43681
24	25	(255,255,255)	(0,0,0)	174	43787	43784	43936
24	26	(255,255,255)	(0,0,0)	175	44042	44039	44191
24	27	(255,255,255)	(0,0,0)	176	44297	44294	44446
24	28	(255,255,255)	(0,0,0)	177	44552	44549	44701
24	29	(255,255,255)	(0,0,0)	178	44807	44804	44956
24	30	(255,255,255)	(0,0,0)	179	45062	45059	45211
24	31	(255,255,255)	(0,0,0)	180	45317	45314	45466
24	32	(255,255,255)	(0,0,0)	181	45572	45569	45721
24	33	(255,255,255)	(0,0,0)	182	45827	45824	45976
24	34	(255,255,255)	(0,0,0)	183	46082	46079	46231
24	35	(255,255,255)	(0,0,0)	184	46337	46334	46486
24	36	(255,255,255)	(0,0,0)	185	46592	46589	46741
24	37	(255,255,255)	(0,0,0)	186	46847	46844	46996
24	38	(255,255,255)	(0,0,0)	187	47102	47099	47251
24	39	(255,255,255)	(0,0,0)	188	47357	47354	47506
24	40	(255,255,255)	(0,0,0)	189	47612	47609	47761
24	41	(255,255,255)	(0,0,0)	190	47867	47864	48016
24	42	(255,255,255)	(0,0,0)	191	48122	48119	48271
24	43	(255,255,255)	(0,0,0)	192	48377	48374	48526
24	44	(255,255,255)	(0,0,0)	193	48632	48629	48781
24	45	(255,255,255)	(0,0,0)	194	48887	48884	49036
24	46	(255,255,255)	(0,0,0)	195	49142	49139	49291
24	47	(255,255,255)	(0,0,0)	196	49397	49394	49546
24	48	(255,255,255)	(0,0,0)	197	49652	49649	49801
24	49	(255,255,255)	(0,0,0)	198	49907	49904	50056
24	50	(255,255,255)	(0,0,0)	199	50162	50159	50311
24	51	(255,255,255)	(0,0,0)	200	50417	50414	50566
24	52	(255,255,255)	(0,0,0)	201	50672	50669	50821
24	53	(255,255,255)	(0,0,0)	202	50927	50924	51076
24	54	(255,255,255)	(0,0,0)	203	51182	51179	51331
24	55	(255,255,255)	(0,0,0)	204	51437	51434	51586
24	56	(255,255,255)	(0,0,0)	205	51692	51689	51841
24	57	(255,255,255)	(0,0,0)	206	51947	51944	52096
24	58	(255,255,255)	(0,0,0)	207	52202	52199	52351
24	59	(220,220,229)	(0,0,0)	208	52422	52419	52580
24	60	(91,91,133)	(255,255,255)	208	52422	52419	52580
24	61	(60,59,110)	(255,255,255)	208	52422	52419	52580
24	62	(60,59,110)	(255,255,255)	208	52422	52419	52580
Msk-Row	Msk-Col	Main-pixel	Mask-pixel	BlkCnt	SumRed	SumGrn	SumBlue
25	0	(60,59,110)	(255,255,255)	208	52422	52419	52580
25	1	(60,59,110)	(255,255,255)	208	52422	52419	52580
25	2	(60,59,110)	(255,255,255)	208	52422	52419	52580
25	3	(91,91,133)	(255,255,255)	208	52422	52419	52580
